,firstName,lastName,commonName,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,alternatePositions_0_label,playerAbilities_0_label,playerAbilities_0_description,playerAbilities_0_type_label,playerAbilities_1_label,playerAbilities_1_description,playerAbilities_1_type_label,playerAbilities_2_label,playerAbilities_2_description,playerAbilities_2_type_label,playerAbilities_3_label,playerAbilities_3_description,playerAbilities_3_type_label,playerAbilities_4_label,playerAbilities_4_description,playerAbilities_4_type_label,playerAbilities_5_label,playerAbilities_5_description,playerAbilities_5_type_label,playerAbilities_6_label,playerAbilities_6_description,playerAbilities_6_type_label,nationality,team_name,position_name,position_positionType_name,acceleration,agility,jumping,stamina,strength,aggression,balance,ballControl,composure,crossing,defensiveAwareness,dribbling,finishing,freeKickAccuracy,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes,headingAccuracy,longPassing,penalties,positioning,reactions,shortPassing,shotPower,standingTackle,vision,volleys,alternatePositions_1_label,alternatePositions_2_label
908,Tomás,Lemos Araújo,Tomás Araújo,187,3,2,1,Liga Portugal,81,Right Back,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,,,,,,,,,,,,,,,,Portugal,SL Benfica,Center Back,Defense,81,63,89,75,82,73,58,76,74,58,75,72,25,30,12,11,7,9,13,74,79,39,52,78,78,40,80,71,34,Right Midfielder,
909,António João,Tavares Silva,António Silva,187,2,2,1,Liga Portugal,82,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Block,Increased reach and success in blocking,Play Style,,,,,,,,,,,,,,,,Portugal,SL Benfica,Center Back,Defense,78,57,83,83,83,70,58,73,77,45,80,69,31,26,12,10,8,6,8,76,76,40,34,75,77,60,81,68,51,,
910,Joël,Veltman,,184,2,4,1,Premier League,75,Right Midfielder,,,,,,,,,,,,,,,,,,,,,,Holland,Brighton,Right Back,Defense,64,65,80,73,77,83,66,74,79,73,81,68,50,34,7,10,6,9,11,74,73,42,55,78,77,60,83,55,38,,
911,Lukáš,Haraslín,,182,4,4,1,Česká Liga,74,Right Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Long Throw,Powerful throw-ins for greater distance,Play Style,,,,,,,,,,Slovakia,Sparta Praha,Left Wing,Attack,79,87,72,68,61,38,83,80,81,73,33,81,76,75,13,12,13,10,15,59,68,62,77,78,74,74,41,74,69,Striker,Left Midfielder
912,Denis,Vavro,,189,2,2,1,Bundesliga,81,,Power Shot,Faster power shots with increased speed,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,Slovakia,VfL Wolfsburg,Center Back,Defense,64,55,88,79,84,82,65,58,67,48,78,54,46,63,13,12,14,12,13,85,70,60,55,72,66,88,86,46,46,,
913,Wout,Weghorst,,197,2,3,1,Eredivisie,84,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,,,,Holland,,Striker,Attack,45,53,86,76,92,87,32,79,74,38,44,66,80,48,11,9,14,16,12,86,54,71,83,82,78,84,65,70,76,,
914,Jean-Clair,Todibo,,190,3,2,1,Premier League,88,,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,,,,France,West Ham,Center Back,Defense,70,54,79,54,81,73,55,72,78,49,78,69,44,41,7,13,11,8,13,78,72,52,45,77,76,60,80,58,35,,
915,Liam,Delap,,186,3,5,1,Premier League,90,,Power Shot,Faster power shots with increased speed,Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,,,,England,Chelsea,Striker,Attack,76,70,88,70,84,83,63,78,77,55,29,78,80,52,8,9,10,11,10,73,50,77,79,77,69,85,25,59,78,,
916,Rubén,García Santos,Rubén García,172,4,2,2,LALIGA EA SPORTS,71,Right Wing,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Spain,CA Osasuna,Right Midfielder,Midfielder,81,80,61,66,44,58,86,79,67,80,45,78,77,79,9,14,13,14,10,54,79,69,74,73,80,76,47,78,59,Striker,Right Back
917,Oleksandr,Zubkov,,182,4,4,2,Trendyol Süper Lig,78,Center Attacking Midfielder,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Ukraine,Trabzonspor,Right Midfielder,Midfielder,80,67,73,70,66,53,68,78,72,75,21,82,74,68,11,9,10,9,5,56,70,65,76,75,73,80,28,79,72,Left Midfielder,Right Wing
918,Paul,Nebel,,169,3,4,1,Bundesliga,67,Center Midfielder,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,,,,Germany,1. FSV Mainz 05,Center Attacking Midfielder,Midfielder,79,91,55,90,48,54,91,78,74,68,49,82,78,50,11,9,10,6,9,39,69,54,79,77,76,75,42,77,68,Right Midfielder,
919,Josip,Stanišić,,187,2,4,1,Bundesliga,77,Right Back,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,,,,Croatia,FC Bayern München,Center Back,Defense,68,66,82,71,75,75,64,73,66,72,80,68,44,23,11,6,10,9,12,77,60,37,53,76,74,52,79,58,29,Right Midfielder,
920,Adrián,Martínez,,176,3,3,2,LPF,89,,Chip Shot,"Faster, more accurate chip shots",Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,Argentina,Racing Club,Striker,Attack,72,65,85,73,93,77,45,76,67,50,27,73,81,47,13,11,10,16,14,80,55,70,82,78,64,79,44,69,70,,
921,Senne,Lammens,,193,1,4,1,Premier League,92,,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",Play Style,,,,,,,,,,,,,,,,Belgium,Man Utd,Goalkeeper,Defense,19,40,64,29,79,29,27,19,36,14,7,15,10,11,79,77,71,79,77,14,39,11,6,73,40,53,15,30,8,,
922,Johan,Bakayoko,,179,4,3,2,Bundesliga,73,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,Belgium,RB Leipzig,Right Wing,Attack,87,86,70,70,68,40,77,81,71,73,24,83,74,57,7,14,7,6,9,58,58,59,74,73,72,69,35,74,64,,
923,Matías,Soulé,,176,4,4,2,Serie A Enilive,69,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,Argentina,AS Roma,Center Attacking Midfielder,Midfielder,83,83,68,86,51,38,78,81,70,75,28,83,75,76,15,8,11,15,14,58,72,69,74,73,77,72,40,76,69,Center Midfielder,
924,Tyrick,Mitchell,,175,2,3,2,Premier League,66,Left Midfielder,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,England,Crystal Palace,Left Back,Defense,74,76,69,85,61,73,74,75,69,78,78,72,41,37,9,12,14,8,14,56,62,45,70,76,67,42,80,71,30,,
925,Harvey,Elliott,,168,3,3,2,Premier League,64,Center Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,,,,,,,,,,,,,,,,,,,England,Aston Villa,Center Attacking Midfielder,Midfielder,76,90,48,72,34,61,90,79,78,77,52,81,64,62,10,10,6,14,7,40,72,59,80,75,79,78,58,80,62,Right Wing,
926,Emanuel,Emegha,,195,3,5,2,Ligue 1 McDonald's,82,,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,Holland,Strasbourg,Striker,Attack,81,69,92,84,82,64,42,76,75,47,26,69,79,53,11,10,12,10,6,77,49,68,82,77,65,78,21,64,74,,
927,Diego,López Noguerol,Diego López,172,3,4,1,LALIGA EA SPORTS,63,Right Midfielder,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,,,,Spain,Valencia CF,Left Midfielder,Midfielder,80,76,72,75,60,47,73,78,63,74,41,77,80,52,14,15,13,14,12,59,68,65,80,77,75,72,30,75,65,Left Wing,
928,Callum,Wilson,,180,3,3,1,Premier League,66,,,,,,,,,,,,,,,,,,,,,,,England,West Ham,Striker,Attack,73,69,83,45,70,75,70,78,80,61,39,76,80,52,10,15,8,10,6,79,62,87,81,78,73,80,40,69,78,,
929,Raheem,Sterling,,172,4,3,1,Premier League,69,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,England,Chelsea,Left Wing,Attack,86,91,59,52,44,52,92,79,76,75,38,82,75,78,15,12,12,15,9,48,68,70,77,76,75,77,48,74,65,Right Midfielder,
930,Jørgen Strand,Larsen,,194,3,3,1,Premier League,79,,,,,,,,,,,,,,,,,,,,,,,Norway,Wolves,Striker,Attack,72,55,87,84,86,72,58,78,73,45,29,69,82,55,7,14,14,8,9,75,54,69,82,79,73,76,27,70,74,,
931,Óscar Valentín,Martín Luengo,Óscar Valentín,177,2,3,1,LALIGA EA SPORTS,72,Center Midfielder,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,,,,,,,Spain,Rayo Vallecano,Center Defensive Midfielder,Midfielder,64,63,72,82,71,82,69,74,70,54,76,64,35,41,11,8,13,10,8,63,73,40,65,76,77,72,79,69,35,,
932,Arnaud,Kalimuendo,,175,3,3,1,Premier League,79,,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,,,,,,,,,,,,,,,,,,,France,Nott'm Forest,Striker,Attack,82,75,85,73,72,64,86,78,79,57,32,78,81,56,9,12,9,14,8,72,54,78,80,77,69,79,21,68,75,,
933,Josip,Šutalo,,185,2,3,1,Eredivisie,82,,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,,,,Croatia,,Center Back,Defense,75,62,88,71,87,71,48,77,79,45,78,73,27,22,8,15,7,11,14,74,75,39,37,77,74,43,78,64,26,,
934,Jamie,Gittens,,179,4,4,1,Premier League,77,Left Wing,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,,,,England,Chelsea,Left Midfielder,Midfielder,94,90,64,79,54,43,87,80,73,69,26,87,75,44,6,5,12,7,8,42,57,53,77,77,71,79,22,64,65,,
935,Tosin,Adarabioyo,,197,2,3,1,Premier League,80,,,,,,,,,,,,,,,,,,,,,,,England,Chelsea,Center Back,Defense,63,42,84,68,84,78,35,75,77,43,78,62,40,33,14,11,11,8,9,76,73,37,35,76,77,60,80,60,30,,
936,Ciro,Immobile,,185,3,4,1,Serie A Enilive,85,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,Italy,Bologna,Striker,Attack,68,68,81,67,72,73,75,77,76,55,34,76,79,58,6,8,15,12,6,77,57,88,85,77,75,82,33,71,76,,
937,Jonas,Wind,,190,4,3,1,Bundesliga,82,Center Attacking Midfielder,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,Denmark,VfL Wolfsburg,Striker,Attack,66,71,87,73,82,67,69,81,77,58,35,77,82,65,7,10,10,11,9,81,70,73,81,81,79,82,29,78,76,,
938,Florian,Lejeune,,190,2,3,1,LALIGA EA SPORTS,81,,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,France,Rayo Vallecano,Center Back,Defense,50,52,80,66,83,80,52,73,76,51,78,62,52,75,11,15,15,12,7,76,76,43,50,77,78,83,78,55,42,,
939,Giacomo,Raspadori,,172,4,5,1,LALIGA EA SPORTS,69,Center Attacking Midfielder,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Italy,Atlético de Madrid,Striker,Attack,83,80,75,60,55,59,83,84,80,56,24,85,79,60,13,14,7,7,9,69,66,76,81,79,80,76,23,76,79,Left Wing,
940,Luuk,de Jong,,189,3,5,1,Liga Portugal,86,,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Precision Header+,Performs headers with greatly increased accuracy and power.,Play Style Plus,,,,,,,,,,,,,Holland,FC Porto,Striker,Attack,41,51,92,71,87,66,55,81,80,66,50,70,78,69,16,10,8,8,11,93,65,72,86,80,79,83,55,75,82,,
941,Malick,Fofana,,170,4,5,1,Ligue 1 McDonald's,60,Left Wing,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,Belgium,OL,Left Midfielder,Midfielder,87,89,51,69,36,51,89,79,77,71,41,84,74,52,11,6,13,11,9,32,64,58,74,75,74,64,43,71,62,,
942,Mika,Biereth,,187,3,3,1,Ligue 1 McDonald's,78,,,,,,,,,,,,,,,,,,,,,,,Denmark,AS Monaco,Striker,Attack,69,64,85,73,79,69,68,75,77,57,29,70,83,50,10,10,11,15,6,79,58,72,82,78,69,78,23,68,76,,
943,Marcos,Senesi,,185,3,4,2,Premier League,80,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,,,,,,,,,,,,,,,,,,,Argentina,AFC Bournemouth,Center Back,Defense,62,65,82,63,78,80,60,75,76,63,79,73,32,32,10,13,11,7,8,76,81,40,32,76,76,55,79,75,58,,
944,Aleksey,Miranchuk,,182,3,2,2,MLS,74,Center Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,Russia,Atlanta United,Center Attacking Midfielder,Midfielder,75,79,71,71,60,43,78,82,78,72,22,83,74,72,8,8,9,12,15,62,78,72,77,75,81,68,28,76,67,Left Wing,
945,Diego Carlos,Santos Silva,Diego Carlos,186,3,4,1,Serie A Enilive,79,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,,,,Brazil,Como,Center Back,Defense,54,62,83,50,87,80,47,71,75,35,79,65,32,69,7,10,14,7,11,77,72,41,52,74,73,73,79,63,34,,
946,Joachim,Andersen,,192,2,4,1,Premier League,90,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,Denmark,Fulham,Center Back,Defense,36,47,70,70,87,86,50,68,78,54,79,66,51,56,13,7,9,15,14,77,86,44,45,78,77,75,78,69,55,,
947,Lucas,Lopes Beraldo,Lucas Beraldo,182,2,2,2,Ligue 1 McDonald's,78,Left Back,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,,,,,,,,,,,,,,,,Brazil,Paris SG,Center Back,Defense,61,60,81,63,76,84,60,72,70,59,80,66,34,34,11,14,15,12,8,76,72,46,35,77,78,56,82,59,30,Left Midfielder,
948,Lucas,Torró Marset,Lucas Torró,190,2,3,1,LALIGA EA SPORTS,77,Center Midfielder,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,,,,,,,Spain,CA Osasuna,Center Defensive Midfielder,Midfielder,46,63,73,78,75,73,40,78,69,52,74,64,59,52,13,14,7,12,16,75,78,57,59,74,80,73,79,69,46,,
949,Danilho,Doekhi,,190,2,3,1,Bundesliga,86,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,Holland,Union Berlin,Center Back,Defense,57,64,86,80,86,76,59,69,75,46,79,60,39,29,9,9,10,13,14,83,68,33,49,76,70,61,79,57,39,,
950,Carlos,Vicente Robles,Carlos Vicente,179,3,3,1,LALIGA EA SPORTS,69,Right Wing,,,,,,,,,,,,,,,,,,,,,,Spain,D. Alavés,Right Midfielder,Midfielder,80,68,69,74,58,36,75,78,69,78,26,78,75,56,14,15,11,6,8,56,73,63,76,74,76,73,30,74,60,Right Back,
951,Tyrone,Mings,,196,2,2,2,Premier League,77,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,,,,,,,England,Aston Villa,Center Back,Defense,49,34,80,51,85,86,42,67,71,70,78,68,37,37,7,10,13,7,15,77,75,45,53,75,75,61,78,57,34,,
952,Gabriel Tadeu,Strefezza Rebelato,Gabriel Strefezza,168,3,3,1,Hellas Liga,63,Left Midfielder,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,Brazil,Olympiacos FC,Right Midfielder,Midfielder,92,91,51,81,33,50,87,77,68,75,36,78,70,50,15,15,8,10,6,31,69,54,76,72,75,64,25,74,51,Right Wing,
953,Bryan,Gil Salvatierra,Bryan Gil,175,3,3,2,LALIGA EA SPORTS,60,Left Wing,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,,,,,,,Spain,Girona FC,Left Midfielder,Midfielder,86,88,50,54,32,64,79,79,81,78,31,81,73,72,13,10,14,6,6,34,72,52,75,75,76,69,32,75,66,Right Midfielder,
954,Leny,Yoro,,190,2,3,1,Premier League,75,,,,,,,,,,,,,,,,,,,,,,,France,Man Utd,Center Back,Defense,65,55,81,69,75,73,61,69,72,47,77,60,38,32,13,7,5,14,14,76,58,40,41,79,75,51,82,60,35,,
955,Carl,Starfelt,,187,2,3,1,LALIGA EA SPORTS,80,,Block,Increased reach and success in blocking,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,Sweden,Celta,Center Back,Defense,68,67,84,74,80,78,65,69,67,27,77,68,25,24,8,15,13,7,8,77,66,39,32,77,76,52,79,56,26,,
956,Loïc,Badé,,191,2,3,1,Bundesliga,89,,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,France,Leverkusen,Center Back,Defense,54,56,81,65,84,78,37,75,73,31,77,63,45,23,7,6,14,7,7,76,63,33,33,75,74,59,81,57,24,,
